Sicil_ID,Hire Date,Termination Date,Gender,Seniority,Age Range,Education Level,Title,City
M07448,45529,,Female,F,52+,Bachelor's Degree,TT,þanliurfa
M07449,42383,,Male,A,25-31,Primary School,TT,erzincan
M07450,45489,,Female,D,18-24,Primary School,YY,diyarbakir
M07451,45505,,Male,F,46-52,Associate Degree,RR,gaziantep
M07452,45094,,Female,C,18-24,Doctorate,PP,isparta
M07453,43650,,Female,B,52+,High School,YY,malatya
M07454,44791,,Female,A,18-24,High School,XX,bitlis
M07455,43566,,Female,D,25-31,High School,ZZ,ordu
M07456,44903,,Female,C,18-24,Doctorate,PP,iðdir
M07457,42156,,Male,G,25-31,Doctorate,RR,hakkari
M07458,44940,,Male,D,46-52,Master's Degree,ZZ,aydin
M07459,44048,,Female,G,18-24,Bachelor's Degree,XX,elazið
M07460,43555,,Female,G,39-45,High School,YY,antalya
M07461,43345,,Female,A,46-52,Bachelor's Degree,RR,samsun
M07462,45234,,Female,C,32-38,Master's Degree,TT,osmaniye
M07463,45110,,Male,G,52+,Master's Degree,KK,þanliurfa
M07464,42807,,Female,F,52+,Associate Degree,RR,kastamonu
M07465,43345,,Male,C,25-31,High School,RR,samsun
M07466,42441,,Female,E,39-45,High School,PP,edirne
M07467,43378,,Male,C,46-52,Associate Degree,RR,þirnak
M07468,43247,,Male,E,32-38,Master's Degree,YY,samsun
M07469,44148,,Male,C,46-52,Bachelor's Degree,TT,elazið
M07470,44271,,Male,B,46-52,Associate Degree,PP,yalova
M07471,44985,,Female,B,25-31,Bachelor's Degree,KK,gümüþhane
M07472,43883,,Female,E,39-45,Master's Degree,XX,bartin
M07473,42175,,Female,E,18-24,Bachelor's Degree,TT,amasya
M07474,44447,,Female,A,25-31,Associate Degree,TT,tunceli
M07475,43505,,Female,E,18-24,Doctorate,RR,kayseri
M07476,43734,,Male,G,52+,Primary School,XX,nevþehir
M07477,45189,,Male,G,18-24,Primary School,KK,denizli
M07478,42125,,Female,B,39-45,Bachelor's Degree,PP,muþ
M07479,42533,,Female,B,52+,Associate Degree,RR,giresun
M07480,42304,,Male,A,46-52,Primary School,RR,bingöl
M07481,43779,,Male,C,39-45,Bachelor's Degree,YY,antalya
M07482,45378,,Male,C,32-38,Associate Degree,XX,nevþehir
M07483,43928,,Male,B,52+,Master's Degree,RR,iðdir
M07484,43487,,Male,C,18-24,Associate Degree,YY,adana
M07485,44281,,Female,F,39-45,Bachelor's Degree,TT,çankiri
M07486,43099,,Female,G,25-31,Associate Degree,RR,çorum
M07487,45495,,Male,G,18-24,Bachelor's Degree,TT,kars
M07488,45604,,Male,D,46-52,Bachelor's Degree,RR,nevþehir
M07489,42744,,Male,E,32-38,Associate Degree,ZZ,elazið
M07490,42565,,Female,F,18-24,Associate Degree,YY,çanakkale
M07491,43806,,Female,E,18-24,Doctorate,YY,diyarbakir
M07492,42142,,Female,C,25-31,Bachelor's Degree,RR,çankiri
M07493,43362,,Male,G,18-24,Associate Degree,KK,kocaeli
M07494,44664,,Female,G,32-38,Doctorate,KK,eskiþehir
M07495,43556,,Male,G,18-24,Primary School,YY,balikesir
M07496,44538,,Female,F,32-38,Associate Degree,ZZ,kirikkale
M07497,43546,,Male,B,52+,Doctorate,RR,kocaeli
M07498,45102,,Male,B,52+,Associate Degree,YY,adana
M07499,43883,,Male,F,32-38,Associate Degree,ZZ,kirikkale
M07500,44513,,Male,A,39-45,High School,YY,niðde
M07501,44345,,Female,G,52+,Master's Degree,TT,adiyaman
M07502,45015,,Female,G,18-24,High School,RR,trabzon
M07503,43417,,Male,A,25-31,High School,YY,tokat
M07504,43638,,Female,G,46-52,High School,YY,niðde
M07505,45562,,Female,E,25-31,Primary School,PP,balikesir
M07506,45048,,Male,F,46-52,Bachelor's Degree,YY,adiyaman
M07507,44629,,Male,B,25-31,Primary School,TT,erzurum
M07508,44227,,Female,E,39-45,Primary School,XX,eskiþehir
M07509,43356,,Female,F,46-52,Bachelor's Degree,TT,artvin
M07510,44313,,Male,D,18-24,Primary School,RR,erzurum
M07511,43590,,Male,G,18-24,Bachelor's Degree,YY,edirne
M07512,44443,,Male,G,25-31,Doctorate,XX,mardin
M07513,42566,,Female,C,46-52,Bachelor's Degree,ZZ,kütahya
M07514,44811,,Female,B,46-52,High School,RR,þanliurfa
M07515,45021,,Female,E,52+,Associate Degree,PP,bitlis
M07516,45526,,Female,F,32-38,Associate Degree,ZZ,malatya
M07517,42967,,Male,E,39-45,Bachelor's Degree,RR,çankiri
M07518,44410,,Male,D,46-52,Doctorate,YY,balikesir
M07519,43064,,Male,B,32-38,Primary School,KK,karabük
M07520,44383,,Female,B,46-52,Associate Degree,PP,konya
M07521,42299,,Male,F,46-52,Doctorate,KK,kirklareli
M07522,43096,,Male,G,18-24,Associate Degree,PP,tekirdað
M07523,43847,,Male,E,25-31,Primary School,YY,çankiri
M07524,45173,,Male,C,52+,Doctorate,ZZ,kirikkale
M07525,44516,,Male,A,32-38,Primary School,XX,amasya
M07526,43085,,Male,G,32-38,Bachelor's Degree,TT,yozgat
M07527,42354,,Male,A,52+,Primary School,TT,eskiþehir
M07528,44755,,Female,B,39-45,Bachelor's Degree,ZZ,kocaeli
M07529,44054,,Male,F,18-24,High School,TT,konya
M07530,45058,,Male,G,25-31,High School,RR,bitlis
M07531,45035,,Female,E,39-45,Master's Degree,RR,amasya
M07532,43710,,Female,C,39-45,Associate Degree,XX,tekirdað
M07533,45658,,Male,D,32-38,Bachelor's Degree,YY,tekirdað
M07534,44139,,Male,C,46-52,Primary School,TT,tokat
M07535,44364,,Female,C,46-52,High School,XX,þirnak
M07536,42911,,Female,D,46-52,Associate Degree,PP,istanbul
M07537,42690,,Female,E,46-52,Bachelor's Degree,KK,kilis
M07538,44221,,Male,F,52+,Doctorate,XX,gümüþhane
M07539,45249,,Male,B,32-38,Master's Degree,RR,sakarya
M07540,44464,,Female,G,32-38,Master's Degree,XX,kilis
M07541,43450,,Female,E,25-31,Doctorate,YY,elazið
M07542,43170,,Female,F,52+,Primary School,RR,tunceli
M07543,45111,,Female,A,39-45,Doctorate,YY,gümüþhane
M07544,44264,,Female,F,25-31,High School,TT,nevþehir
M07545,44725,,Female,E,46-52,High School,XX,nevþehir
M07546,43949,,Female,B,52+,Primary School,ZZ,artvin
M07547,45419,,Male,D,46-52,Doctorate,TT,eskiþehir
M07548,43788,,Male,C,32-38,Bachelor's Degree,KK,adiyaman
M07549,44945,,Male,F,39-45,High School,RR,tekirdað
M07550,43929,,Male,A,52+,Primary School,RR,nevþehir
M07551,43571,,Female,F,25-31,High School,ZZ,elazið
M07552,42151,,Female,D,25-31,Doctorate,XX,çankiri
M07553,42281,,Male,D,52+,Master's Degree,XX,bayburt
M07554,43359,,Female,A,25-31,Doctorate,RR,giresun
M07555,42751,,Female,A,39-45,Doctorate,XX,aksaray
M07556,44405,,Male,G,18-24,Doctorate,TT,osmaniye
M07557,43117,,Female,G,32-38,Associate Degree,TT,sinop
M07558,45025,,Male,F,18-24,Doctorate,PP,hakkari
M07559,43939,,Male,A,39-45,High School,KK,kirklareli
M07560,44079,,Female,A,18-24,Bachelor's Degree,TT,þirnak
M07561,45444,,Female,F,39-45,High School,KK,istanbul
M07562,44386,,Male,E,25-31,High School,RR,adana
M07563,42209,,Male,E,32-38,Associate Degree,KK,hakkari
M07564,44185,,Female,G,18-24,Associate Degree,PP,yozgat
M07565,43917,,Female,A,39-45,Doctorate,XX,erzincan
M07566,44777,,Male,E,32-38,Primary School,ZZ,kahramanmaraþ
M07567,45082,,Male,E,25-31,Associate Degree,KK,uþak
M07568,43584,,Female,B,25-31,Doctorate,XX,kirklareli
M07569,45146,,Male,B,18-24,Doctorate,ZZ,balikesir
M07570,45421,,Female,E,18-24,Doctorate,XX,muþ
M07571,44605,,Female,C,46-52,Master's Degree,ZZ,karabük
M07572,45449,,Female,E,52+,High School,TT,diyarbakir
M07573,42607,,Female,A,52+,High School,KK,iðdir
M07574,42972,,Male,G,18-24,High School,YY,antalya
M07575,43361,,Female,E,52+,Doctorate,ZZ,yozgat
M07576,44606,,Female,F,25-31,Primary School,YY,kütahya
M07577,43982,,Male,B,25-31,Associate Degree,PP,hatay
M07578,43351,,Female,A,46-52,Doctorate,TT,denizli
M07579,44632,,Female,F,46-52,Doctorate,TT,düzce
M07580,44672,,Female,F,32-38,Bachelor's Degree,YY,erzurum
M07581,43715,,Male,A,25-31,Bachelor's Degree,TT,bingöl
M07582,45554,,Male,F,39-45,Bachelor's Degree,RR,gümüþhane
M07583,43824,,Male,C,25-31,Master's Degree,KK,trabzon
M07584,43812,,Female,C,32-38,Master's Degree,XX,trabzon
M07585,44214,,Female,G,39-45,Bachelor's Degree,ZZ,yozgat
M07586,42339,,Female,D,18-24,Master's Degree,PP,uþak
M07587,43770,,Male,C,18-24,Associate Degree,KK,gaziantep
M07588,42785,,Male,E,32-38,Associate Degree,XX,isparta
M07589,44083,,Female,G,46-52,Master's Degree,RR,bayburt
M07590,45610,,Female,C,39-45,Master's Degree,YY,çorum
M07591,45145,,Male,A,46-52,Primary School,PP,tunceli
M07592,44702,,Male,B,32-38,Primary School,RR,kilis
M07593,42939,,Female,D,39-45,Master's Degree,ZZ,aðri
M07594,45652,,Female,B,32-38,Associate Degree,RR,bingöl
M07595,42472,,Male,F,52+,Bachelor's Degree,YY,kilis
M07596,44422,,Female,F,39-45,Primary School,RR,karabük
M07597,44533,,Female,E,32-38,Primary School,RR,tekirdað
M07598,42541,,Male,E,32-38,Master's Degree,ZZ,tokat
M07599,43024,,Female,C,32-38,Doctorate,RR,kirklareli
M07600,44042,,Male,B,39-45,Bachelor's Degree,KK,siirt
M07601,43695,,Male,D,52+,Master's Degree,PP,ardahan
M07602,43491,,Female,E,52+,High School,YY,elazið
M07603,43436,,Male,A,46-52,Doctorate,KK,isparta
M07604,42458,,Male,B,25-31,Master's Degree,TT,bolu
M07605,44152,,Female,E,39-45,Master's Degree,XX,yozgat
M07606,44523,,Female,F,18-24,Primary School,KK,çankiri
M07607,42954,,Female,D,52+,Associate Degree,KK,adana
M07608,44255,,Male,G,52+,Associate Degree,RR,sivas
M07609,43947,,Male,G,39-45,Bachelor's Degree,RR,muþ
M07610,45084,,Female,D,18-24,Associate Degree,XX,kilis
M07611,42921,,Male,B,25-31,High School,YY,elazið
M07612,42126,,Male,D,25-31,Bachelor's Degree,TT,antalya
M07613,43832,,Female,F,25-31,Master's Degree,TT,muþ
M07614,44316,,Female,F,32-38,Doctorate,TT,çorum
M07615,43209,,Male,C,32-38,Associate Degree,ZZ,tekirdað
M07616,44867,,Male,F,25-31,High School,XX,isparta
M07617,43201,,Female,A,18-24,Doctorate,PP,muþ
M07618,44067,,Male,B,25-31,Bachelor's Degree,TT,bingöl
M07619,44760,,Male,B,46-52,Primary School,PP,samsun
M07620,42605,,Male,F,18-24,Doctorate,TT,sivas
M07621,45058,,Male,F,52+,Doctorate,RR,kahramanmaraþ
M07622,44571,,Male,B,46-52,Doctorate,PP,niðde
M07623,44441,,Female,F,18-24,Associate Degree,PP,yozgat
M07624,43293,,Female,B,32-38,High School,PP,kilis
M07625,44770,,Female,C,52+,Doctorate,KK,rize
M07626,42507,,Female,B,25-31,Bachelor's Degree,ZZ,yalova
M07627,43207,,Male,G,52+,Primary School,YY,erzincan
M07628,42941,,Female,C,32-38,Master's Degree,PP,çankiri
M07629,42114,,Female,F,46-52,Primary School,YY,kayseri
M07630,43070,,Male,A,32-38,Bachelor's Degree,ZZ,tunceli
M07631,45037,,Male,D,39-45,Primary School,XX,istanbul
M07632,44451,,Male,F,39-45,Master's Degree,ZZ,batman
M07633,44326,,Female,B,39-45,Doctorate,RR,þanliurfa
M07634,44229,,Male,F,46-52,Bachelor's Degree,YY,izmir
M07635,44774,,Male,F,52+,High School,XX,zonguldak
M07636,45091,,Female,C,32-38,Doctorate,TT,kastamonu
M07637,44437,,Female,A,39-45,Associate Degree,PP,elazið
M07638,44830,,Male,E,25-31,High School,TT,uþak
M07639,45117,,Female,F,46-52,Bachelor's Degree,KK,adiyaman
M07640,43260,,Male,F,46-52,High School,ZZ,konya
M07641,42757,,Male,B,52+,Associate Degree,PP,karabük
M07642,42053,,Male,E,46-52,Primary School,YY,kastamonu
M07643,45630,,Male,B,18-24,Master's Degree,ZZ,erzurum
M07644,44692,,Male,G,18-24,Associate Degree,ZZ,ankara
M07645,44409,,Male,E,32-38,High School,PP,mersin
M07646,44905,,Female,F,39-45,Bachelor's Degree,PP,erzurum
M07647,43971,,Female,D,32-38,Master's Degree,YY,elazið
M07648,43371,,Female,B,18-24,Doctorate,ZZ,amasya
M07649,42296,,Female,E,32-38,High School,KK,kirþehir
M07650,45355,,Female,E,52+,Associate Degree,PP,kirklareli
M07651,42862,,Male,C,25-31,Master's Degree,PP,kayseri
M07652,45108,,Male,C,32-38,Primary School,KK,amasya
M07653,43288,,Male,F,18-24,Associate Degree,PP,karaman
M07654,44739,,Male,B,46-52,Primary School,KK,adana
M07655,43884,,Male,F,39-45,Bachelor's Degree,XX,kocaeli
M07656,42623,,Female,E,39-45,Doctorate,XX,çorum
M07657,44494,,Male,C,52+,Master's Degree,TT,uþak
M07658,43262,,Female,F,32-38,Associate Degree,ZZ,antalya
M07659,44799,,Male,F,32-38,Associate Degree,KK,ordu
M07660,45167,,Female,F,18-24,High School,YY,karaman
M07661,43019,,Female,C,32-38,Bachelor's Degree,PP,erzurum
M07662,42456,,Female,D,39-45,Doctorate,ZZ,osmaniye
M07663,44731,,Male,G,46-52,Bachelor's Degree,PP,karaman
M07664,43811,,Female,A,32-38,Bachelor's Degree,RR,kahramanmaraþ
M07665,43582,,Male,D,52+,Doctorate,TT,erzurum
M07666,45161,,Female,B,25-31,Primary School,TT,tokat
M07667,45179,,Female,F,52+,Bachelor's Degree,XX,uþak
M07668,43554,,Female,C,25-31,Doctorate,YY,uþak
M07669,45225,,Female,B,52+,High School,PP,bingöl
M07670,43782,,Female,F,32-38,Primary School,RR,bursa
M07671,44823,,Female,A,39-45,High School,RR,artvin
M07672,43377,,Female,B,25-31,Primary School,ZZ,trabzon
M07673,45218,,Male,F,46-52,High School,YY,adana
M07674,43441,,Female,D,32-38,Master's Degree,KK,konya
M07675,43250,,Female,B,18-24,Primary School,TT,kars
M07676,44498,,Male,C,39-45,High School,RR,kocaeli
M07677,42808,,Male,G,32-38,Primary School,XX,aydin
M07678,44415,,Male,D,18-24,Associate Degree,ZZ,bingöl
M07679,42807,,Male,D,52+,Doctorate,XX,bilecik
M07680,44439,,Male,A,39-45,Associate Degree,PP,konya
M07681,43030,,Female,C,32-38,High School,YY,ordu
M07682,42360,,Female,E,25-31,Doctorate,PP,siirt
M07683,42127,,Male,B,25-31,Master's Degree,XX,bartin
M07684,44337,,Female,A,39-45,Associate Degree,YY,van
M07685,42409,,Male,D,46-52,Doctorate,ZZ,afyonkarahisar
M07686,45164,,Female,A,52+,Associate Degree,YY,kars
M07687,42464,,Female,B,25-31,Associate Degree,KK,kirikkale
M07688,43607,,Male,A,32-38,Bachelor's Degree,KK,ardahan
M07689,43993,,Female,B,32-38,Bachelor's Degree,TT,rize
M07690,43409,,Male,G,52+,Master's Degree,KK,bolu
M07691,43279,,Female,A,52+,Bachelor's Degree,TT,kirklareli
M07692,43764,,Male,A,18-24,Master's Degree,PP,zonguldak
M07693,42642,,Male,D,39-45,Primary School,KK,mersin
M07694,42741,,Female,C,46-52,Bachelor's Degree,TT,mardin
M07695,42846,,Male,E,46-52,Bachelor's Degree,XX,muþ
M07696,42382,,Female,F,46-52,Primary School,YY,afyonkarahisar
M07697,42725,,Male,B,25-31,High School,RR,mardin
M07698,44586,,Female,B,25-31,High School,XX,erzincan
M07699,43164,,Female,C,52+,Associate Degree,PP,kirikkale
M07700,43638,,Male,D,52+,High School,XX,kirikkale
M07701,42339,,Female,F,39-45,Master's Degree,YY,hakkari
M07702,42858,,Male,D,32-38,Associate Degree,KK,van
M07703,43911,,Male,E,18-24,Bachelor's Degree,KK,trabzon
M07704,42010,,Male,F,39-45,High School,YY,kars
M07705,44979,,Female,F,46-52,Associate Degree,YY,antalya
M07706,45082,,Female,G,39-45,Primary School,XX,tekirdað
M07707,44249,,Female,B,52+,Master's Degree,YY,bayburt
M07708,44795,,Female,G,39-45,Associate Degree,KK,afyonkarahisar
M07709,44199,,Male,D,52+,Associate Degree,PP,bartin
M07710,45309,,Female,F,25-31,Primary School,KK,zonguldak
M07711,42899,,Female,E,46-52,Master's Degree,KK,manisa
M07712,42423,,Male,B,25-31,Primary School,RR,bartin
M07713,44080,,Female,A,39-45,Primary School,PP,bartin
M07714,44568,,Male,C,39-45,Associate Degree,RR,gaziantep
M07715,44770,,Male,F,52+,Bachelor's Degree,TT,ordu
M07716,45087,,Female,B,52+,High School,RR,zonguldak
M07717,42959,,Male,A,52+,Doctorate,KK,nevþehir
M07718,42570,,Male,C,32-38,Associate Degree,TT,kocaeli
M07719,45530,,Male,G,52+,Master's Degree,YY,gaziantep
M07720,45055,,Male,B,39-45,Primary School,TT,kastamonu
M07721,44963,,Female,A,25-31,Doctorate,ZZ,tokat
M07722,45518,,Male,D,39-45,Associate Degree,TT,denizli
M07723,45146,,Male,F,25-31,High School,RR,kirþehir
M07724,42075,,Male,G,18-24,High School,ZZ,sakarya
M07725,44713,,Male,C,52+,Associate Degree,ZZ,yozgat
M07726,44761,,Male,F,46-52,Master's Degree,ZZ,konya
M07727,42499,,Female,C,46-52,Primary School,KK,aydin
M07728,43434,,Male,G,52+,Associate Degree,PP,zonguldak
M07729,45338,,Male,F,18-24,Master's Degree,PP,bayburt
M07730,42902,,Female,D,46-52,Doctorate,KK,nevþehir
M07731,45138,,Male,E,52+,Associate Degree,YY,erzurum
M07732,44671,,Male,G,39-45,High School,XX,karabük
M07733,45046,,Male,C,52+,Master's Degree,PP,kastamonu
M07734,43065,,Female,C,39-45,Associate Degree,XX,kastamonu
M07735,42568,,Male,G,25-31,Associate Degree,PP,malatya
M07736,45118,,Female,D,18-24,High School,XX,tokat
M07737,44514,,Female,G,25-31,Associate Degree,ZZ,sinop
M07738,42742,,Female,G,25-31,Doctorate,ZZ,bilecik
M07739,42152,,Female,F,18-24,Bachelor's Degree,KK,hatay
M07740,42816,,Male,C,18-24,Bachelor's Degree,ZZ,trabzon
M07741,43922,,Female,A,25-31,Doctorate,PP,þanliurfa
M07742,44642,,Female,D,52+,Primary School,PP,çanakkale
M07743,44029,,Female,E,25-31,Primary School,KK,diyarbakir
M07744,42035,,Male,A,25-31,Associate Degree,XX,elazið
M07745,44376,,Female,C,32-38,Primary School,RR,diyarbakir
M07746,42248,,Female,E,39-45,High School,YY,afyonkarahisar
M07747,42178,,Male,D,18-24,Master's Degree,XX,siirt
M07748,43254,,Female,A,32-38,Associate Degree,KK,iðdir
M07749,45292,,Male,D,52+,Bachelor's Degree,YY,kütahya
M07750,45212,,Female,D,25-31,Primary School,ZZ,izmir
M07751,44499,,Male,G,39-45,Bachelor's Degree,ZZ,istanbul
M07752,42143,,Female,A,46-52,Primary School,PP,burdur
M07753,43646,,Female,G,32-38,High School,KK,rize
M07754,43101,,Male,C,39-45,Bachelor's Degree,KK,erzurum
M07755,44124,,Male,F,52+,Doctorate,ZZ,batman
M07756,43627,,Male,G,18-24,Master's Degree,TT,iðdir
M07757,43611,,Female,A,52+,Master's Degree,XX,gümüþhane
M07758,42128,,Female,E,39-45,Bachelor's Degree,YY,bayburt
M07759,42184,,Male,C,39-45,Master's Degree,ZZ,bitlis
M07760,44157,,Female,F,52+,Doctorate,PP,antalya
M07761,43547,,Female,D,25-31,Associate Degree,YY,bilecik
M07762,45182,,Female,F,52+,Primary School,ZZ,ardahan
M07763,45199,,Male,G,25-31,Doctorate,YY,zonguldak
M07764,45305,,Male,A,25-31,Master's Degree,TT,çorum
M07765,43191,,Male,A,46-52,Master's Degree,YY,sakarya
M07766,45385,,Male,C,18-24,Bachelor's Degree,KK,bitlis
M07767,45224,,Female,B,32-38,Primary School,YY,giresun
M07768,44601,,Male,C,32-38,Primary School,XX,balikesir
M07769,44184,,Male,B,18-24,Associate Degree,YY,antalya
M07770,42609,,Male,E,32-38,Doctorate,ZZ,muþ
M07771,44262,,Female,G,25-31,Primary School,TT,yozgat
M07772,43022,,Male,E,25-31,Bachelor's Degree,XX,rize
M07773,43520,,Female,B,25-31,Master's Degree,YY,mardin
M07774,45345,,Male,B,39-45,Associate Degree,TT,þanliurfa
M07775,43204,,Male,F,32-38,Doctorate,TT,gaziantep
M07776,42802,,Male,C,32-38,Associate Degree,ZZ,zonguldak
M07777,42840,,Female,G,18-24,High School,KK,çankiri
M07778,43282,,Female,A,46-52,Associate Degree,PP,afyonkarahisar
M07779,43423,,Male,A,18-24,Associate Degree,KK,gümüþhane
M07780,42983,,Male,D,25-31,Doctorate,XX,van
M07781,44851,,Male,G,32-38,Associate Degree,TT,batman
M07782,43876,,Female,F,25-31,Bachelor's Degree,PP,hatay
M07783,43020,,Female,E,39-45,High School,PP,manisa
M07784,44321,,Male,B,18-24,Associate Degree,TT,bayburt
M07785,42023,,Female,E,25-31,High School,YY,çankiri
M07786,43133,,Female,C,25-31,Master's Degree,TT,adana
M07787,42555,,Male,C,39-45,Master's Degree,RR,sakarya
M07788,44969,,Female,C,52+,Bachelor's Degree,YY,karaman
M07789,43623,,Female,G,32-38,Doctorate,XX,muþ
M07790,42088,,Male,B,46-52,Bachelor's Degree,RR,muðla
M07791,42307,,Male,F,39-45,Master's Degree,YY,erzurum
M07792,42720,,Female,B,32-38,Bachelor's Degree,RR,diyarbakir
M07793,44891,,Male,E,39-45,Master's Degree,RR,tekirdað
M07794,45173,,Female,C,39-45,Primary School,XX,malatya
M07795,44018,,Female,D,39-45,Master's Degree,YY,tekirdað
M07796,43939,,Female,E,46-52,Bachelor's Degree,KK,elazið
M07797,44460,,Female,F,32-38,Master's Degree,PP,siirt
M07798,42488,,Male,C,32-38,Master's Degree,TT,düzce
M07799,44749,,Female,D,25-31,Associate Degree,ZZ,bursa
M07800,43053,,Female,B,39-45,Associate Degree,ZZ,siirt
M07801,43770,,Female,F,25-31,High School,XX,kilis
M07802,44483,,Female,B,46-52,High School,XX,manisa
M07803,42051,,Female,E,25-31,High School,RR,sivas
M07804,43122,,Female,G,46-52,Associate Degree,YY,ankara
M07805,44031,,Female,C,18-24,Associate Degree,KK,sakarya
M07806,44709,,Male,F,46-52,High School,ZZ,eskiþehir
M07807,44402,,Male,C,46-52,Master's Degree,PP,çankiri
M07808,43921,,Female,C,46-52,Master's Degree,TT,þanliurfa
M07809,45096,,Male,D,32-38,High School,XX,sinop
M07810,42066,,Female,C,18-24,Bachelor's Degree,ZZ,çankiri
M07811,44222,,Male,A,32-38,High School,RR,kocaeli
M07812,45413,,Male,B,39-45,Doctorate,TT,adiyaman
M07813,43601,,Male,A,32-38,Associate Degree,YY,elazið
M07814,43110,,Female,C,52+,Primary School,RR,kütahya
M07815,42416,,Female,F,52+,Master's Degree,KK,tokat
M07816,45056,,Male,B,46-52,Associate Degree,YY,antalya
M07817,42584,,Female,C,25-31,Master's Degree,XX,bursa
M07818,43341,,Male,F,25-31,Doctorate,PP,zonguldak
M07819,42104,,Male,C,39-45,Doctorate,ZZ,elazið
M07820,42913,,Female,D,25-31,Associate Degree,KK,bilecik
M07821,44575,,Female,E,52+,Primary School,PP,siirt
M07822,43810,,Male,C,39-45,Associate Degree,XX,bayburt
M07823,43277,,Male,B,46-52,Primary School,ZZ,adana
M07824,44514,,Female,D,52+,Bachelor's Degree,XX,trabzon
M07825,42608,,Male,C,52+,Master's Degree,KK,ardahan
M07826,45229,,Male,C,32-38,Master's Degree,TT,van
M07827,43242,,Female,C,25-31,Associate Degree,ZZ,samsun
